OTU	C1_WGSerr_r0.sorted.bam	C18_WGSerr_r0.sorted.bam	C19_WGSerr_r0.sorted.bam	C2_WGSerr_r0.sorted.bam	C20_WGSerr_r0.sorted.bam	C3_WGSerr_r0.sorted.bam	C4_WGSerr_r0.sorted.bam	C5_WGSerr_r0.sorted.bam	C6_WGSerr_r0.sorted.bam	C7_WGSerr_r0.sorted.bam	C8_WGSerr_r0.sorted.bam	C10_WGSerr_r0.sorted.bam	C9_WGSerr_r0.sorted.bam	C11_WGSerr_r0.sorted.bam	C12_WGSerr_r0.sorted.bam	C13_WGSerr_r0.sorted.bam	C14_WGSerr_r0.sorted.bam	C15_WGSerr_r0.sorted.bam	C16_WGSerr_r0.sorted.bam	C17_WGSerr_r0.sorted.bam
GCF_000017745.1_ASM1774v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000027125.1_ASM2712v1_genomic.fna	0	0.002134	0	0	0	0	0.000263	0	0	0	0	0	0	0.001126	0	0	0	0	0.001618	0.000182
GCF_000158395.1_ASM15839v1_genomic.fna	0	0	0	0	0	0	0	0.002865	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000163175.1_ASM16317v1_genomic.fna	0	0	0	0	0.00011	0	0	0.001896	0	0.001896	0	0	0	0	0.004527	0	0	0	0.002388	0
GCF_000163195.1_ASM16319v1_genomic.fna	0	0	0	0	0.004856	0.000487	0	0.001775	0.001305	0	0.000896	0	0	0	0	0	0	0.000837	0	0
GCF_000167875.1_ASM16787v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000167915.2_ASM16791v2_genomic.fna	0.012912	0.006829	0	0.00455	0	0	0.007228	0.009626	0.016331	0.012829	0.013505	0.001549	0.00584	0.006772	0	0.012378	0.001787	0.001738	0.015572	0.000435
GCF_000176555.2_ASM17655v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176575.2_ASM17657v2_genomic.fna	0.001218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176615.2_ASM17661v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067	0
GCF_000176655.2_ASM17665v2_genomic.fna	0	0.001865	0.000788	0	0	0	0	0	0	0	0.001031	0	0	0	4.4e-05	0	0	0.000128	0	0
GCF_000188855.1_ASM18885v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001425	0	0	0	0	0	0
GCF_000190815.1_ASM19081v1_genomic.fna	0	0.012528	0	0	0	0	0	0	0	0	0	0.012305	0.002108	0	0	0	0	0	0	0.004246
