OTU	C1_WGSerr_r0.sorted.bam	C18_WGSerr_r0.sorted.bam	C19_WGSerr_r0.sorted.bam	C2_WGSerr_r0.sorted.bam	C20_WGSerr_r0.sorted.bam	C3_WGSerr_r0.sorted.bam	C4_WGSerr_r0.sorted.bam	C5_WGSerr_r0.sorted.bam	C6_WGSerr_r0.sorted.bam	C7_WGSerr_r0.sorted.bam	C8_WGSerr_r0.sorted.bam	C10_WGSerr_r0.sorted.bam	C9_WGSerr_r0.sorted.bam	C11_WGSerr_r0.sorted.bam	C12_WGSerr_r0.sorted.bam	C13_WGSerr_r0.sorted.bam	C14_WGSerr_r0.sorted.bam	C15_WGSerr_r0.sorted.bam	C16_WGSerr_r0.sorted.bam	C17_WGSerr_r0.sorted.bam
GCF_000017745.1_ASM1774v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000027125.1_ASM2712v1_genomic.fna	0.000391	0.002378	0.000253	0	0	0	0.000483	0	0	0	0	0	0	0.002634	0	0	0	0.000583	0.002732	0.000735
GCF_000158395.1_ASM15839v1_genomic.fna	0	0	0	0	0	0	0	0.003781	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000163175.1_ASM16317v1_genomic.fna	0	0	0	0	0	0	0	0.002026	0	0.000712	0	0	0	0	0.004512	0	0	0	0.002282	0
GCF_000163195.1_ASM16319v1_genomic.fna	0	0	0	0.000434	0.004936	0.00113	0	0.001625	0.002655	0	0.001106	0	0	0	0	0	0	0.000962	0	0
GCF_000167875.1_ASM16787v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000167915.2_ASM16791v2_genomic.fna	0.013697	0.007668	0	0.005275	0	0	0.008715	0.013174	0.013776	0.01416	0.014108	0.004665	0.009144	0.007676	0.000986	0.010311	0.003937	0.002826	0.014283	0.000332
GCF_000176555.2_ASM17655v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176575.2_ASM17657v2_genomic.fna	0.002079	0	0	0	0	0	0	0	0	0	0.000967	0	0	0	0	0	0	0	0	0
GCF_000176615.2_ASM17661v2_genomic.fna	0	0	0.000296	0	0	0	0.000391	0	4.4e-05	0	0	0	0	0	0	0	0	0	0.000178	0
GCF_000176655.2_ASM17665v2_genomic.fna	0	0.001703	0.00197	0	0	0	0.000371	0	0	0	0.001192	0	0	0	0.000764	0.000305	0	0.001799	0	0
GCF_000188855.1_ASM18885v2_genomic.fna	0	0	0.000806	0	0	0	0	0	0	0	0	0	0	0.002278	0	0	0	0	0	0
GCF_000190815.1_ASM19081v1_genomic.fna	0.000221	0.01077	0	0	0	0	0	0	0	0	0	0.01068	0.003771	0	0	0	4.3e-05	0	0	0.005496
GCF_000190835.1_ASM19083v1_genomic.fna	0.012827	0.008591	0	0.011887	0	0.008614	0.016235	0.017399	0	0	0.011866	0.016655	0.005996	0.012707	0.002706	0.013479	0.015929	0.004572	0.014662	0
GCF_000190955.1_ASM19095v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000190995.1_ASM19099v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
