OTU	C1_WGSerr_r0.sorted.bam	C18_WGSerr_r0.sorted.bam	C19_WGSerr_r0.sorted.bam	C2_WGSerr_r0.sorted.bam	C20_WGSerr_r0.sorted.bam	C3_WGSerr_r0.sorted.bam	C4_WGSerr_r0.sorted.bam	C5_WGSerr_r0.sorted.bam	C6_WGSerr_r0.sorted.bam	C7_WGSerr_r0.sorted.bam	C8_WGSerr_r0.sorted.bam	C10_WGSerr_r0.sorted.bam	C9_WGSerr_r0.sorted.bam	C11_WGSerr_r0.sorted.bam	C12_WGSerr_r0.sorted.bam	C13_WGSerr_r0.sorted.bam	C14_WGSerr_r0.sorted.bam	C15_WGSerr_r0.sorted.bam	C16_WGSerr_r0.sorted.bam	C17_WGSerr_r0.sorted.bam
GCF_000017745.1_ASM1774v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000027125.1_ASM2712v1_genomic.fna	0	0.002507	0	0	0	0.000296	0.001071	0	0	0	0	0	0	0.001719	0	0	0	0.000653	0.002186	0.000119
GCF_000158395.1_ASM15839v1_genomic.fna	0	0	0	0	0	0	0	0.002723	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000163175.1_ASM16317v1_genomic.fna	0	0	0	0	2.5e-05	0	0	0.001685	0	0.002261	0	0	0	0	0.004749	0	0	0	0.002275	0
GCF_000163195.1_ASM16319v1_genomic.fna	0	0	0	0.000149	0.005755	0.000928	0	0.001655	0.00161	0	0.001008	0.000449	0	0	0	0	0	0.001187	0	0
GCF_000167875.1_ASM16787v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000167915.2_ASM16791v2_genomic.fna	0.013824	0.007774	0	0.004039	0	0	0.007577	0.009933	0.014953	0.012472	0.014065	0.002362	0.006644	0.007293	0.000432	0.013047	0.002682	0.003269	0.015091	0.001282
GCF_000176555.2_ASM17655v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176575.2_ASM17657v2_genomic.fna	0.000668	0	0	0	0	0	0	0	0	0	0.000522	0	0	0	0	0	0	0	0	0
GCF_000176615.2_ASM17661v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000704	0
GCF_000176655.2_ASM17665v2_genomic.fna	0	0.001806	0.000767	0	0	0	0	0	0	0	0.000941	0	0	0	0.000532	0	0	4e-06	0	0
GCF_000188855.1_ASM18885v2_genomic.fna	0	0	0.000248	0	0	0	0	0	0	0	0	0	0	0.001655	0	0	0	0	0	0
GCF_000190815.1_ASM19081v1_genomic.fna	0	0.013308	0	0	0	0	0	0	0	0	0	0.013334	0.002969	0	0	0	0	0	0	0.00414
GCF_000190835.1_ASM19083v1_genomic.fna	0.010613	0.012577	0	0.011675	0	0.015408	0.020388	0.01646	0	0	0.011741	0.019372	0.004341	0.010831	0.001734	0.014486	0.018632	0.005179	0.017182	0
GCF_000190955.1_ASM19095v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000190995.1_ASM19099v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000193975.1_ASM19397v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0.000208	0	0	0	0	0	0	0	0
GCF_000194415.1_ASM19441v2_genomic.fna	0	0	0	0	0	0	0	0.001142	0.007077	0	0	0	0	0	0	0	0	0	0	0
GCF_000194685.1_ASM19468v2_genomic.fna	0	0	0	0.000371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000219515.1_ASM21951v2_genomic.fna	0	0	0.001682	0	0	0	0	0	0	0.000583	0	0	0	0	0	0	0	0.000379	0	0
GCF_000225125.1_ASM22512v2_genomic.fna	0	0	0	0	0	0	7.4e-05	0	0	0	0	0	0	0	0	0	0.001504	0	0	0
GCF_000225205.1_ASM22520v2_genomic.fna	0	0	0	0	2e-04	0	0	0.002953	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000234255.2_ASM23425v3_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000241995.1_Esch_coli_E101_V1_genomic.fna	0	0	0.000742	0.001199	0	0	0	0	0	0	0	0	0	1e-06	0	0	0	0	0.000686	0
GCF_000242015.1_Esch_coli_B093_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-06	0	0	0	0	0	0
GCF_000242055.1_Esch_coli_TA124_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002297	0	0	0	0	0	0
GCF_000249175.1_ASM24917v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006392	0	0	0	0	0	0
GCF_000249535.1_ASM24953v2_genomic.fna	0	0.002689	0	0	0	0	0	0	0	0	0.002582	0	0	0	0	0.003123	0	0	0	0.000674
