OTU	C1_WGSerr_r0.sorted.bam	C18_WGSerr_r0.sorted.bam	C19_WGSerr_r0.sorted.bam	C2_WGSerr_r0.sorted.bam	C20_WGSerr_r0.sorted.bam	C3_WGSerr_r0.sorted.bam	C4_WGSerr_r0.sorted.bam	C5_WGSerr_r0.sorted.bam	C6_WGSerr_r0.sorted.bam	C7_WGSerr_r0.sorted.bam	C8_WGSerr_r0.sorted.bam	C10_WGSerr_r0.sorted.bam	C9_WGSerr_r0.sorted.bam	C11_WGSerr_r0.sorted.bam	C12_WGSerr_r0.sorted.bam	C13_WGSerr_r0.sorted.bam	C14_WGSerr_r0.sorted.bam	C15_WGSerr_r0.sorted.bam	C16_WGSerr_r0.sorted.bam	C17_WGSerr_r0.sorted.bam
GCF_000017745.1_ASM1774v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000027125.1_ASM2712v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0.000509	0	0	0	0	0	0.002761	0	0	0
GCF_000158395.1_ASM15839v1_genomic.fna	0.008617	0.008953	0	0.008239	0.000856	0	0.006248	0.020298	0.019105	0.007678	0.000398	0	0.007711	0.003882	0.011178	0.013335	0.004823	0.004477	0.000137	0.008644
GCF_000163175.1_ASM16317v1_genomic.fna	0	0	0	0.000546	0	0	0	0	0	0	0	0	0.002216	0	0	0	0	0	0	0.002406
GCF_000163195.1_ASM16319v1_genomic.fna	0.004647	8.5e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00337	0
GCF_000167875.1_ASM16787v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000167915.2_ASM16791v2_genomic.fna	0	0.00811	0.014979	0.005946	0.00753	0.007525	0	0.014075	0.000842	0	0.011951	0	0.005129	0	0.002356	0.002745	0.01678	0	0	0
GCF_000176555.2_ASM17655v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176575.2_ASM17657v2_genomic.fna	0.001754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176615.2_ASM17661v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0.004184	0.004115	0	0	0.001212	0	0	0
GCF_000176655.2_ASM17665v2_genomic.fna	0	0	0	0	0.002452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000188855.1_ASM18885v2_genomic.fna	0	8e-05	0	0.005188	0	0.001566	0	0.000293	0.002874	0	0.002301	0	0.003002	0.004456	0	0	0	0	0	0
GCF_000190815.1_ASM19081v1_genomic.fna	0.000835	0	5.1e-05	0	0	0.005793	0	0	0	0	0	0.00752	0.001227	0	0	0	0	0	0	0
GCF_000190835.1_ASM19083v1_genomic.fna	0.011649	0.011457	0.010599	0.005589	0.004853	0.004661	0.02358	0.015209	0.016124	0.016184	0.002934	0.002334	0.001404	0.007912	0.024933	0.013539	0.015021	0.010463	0.013223	0.005055
GCF_000190955.1_ASM19095v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
