OTU	C1_WGSerr_r0.sorted.bam	C18_WGSerr_r0.sorted.bam	C19_WGSerr_r0.sorted.bam	C2_WGSerr_r0.sorted.bam	C20_WGSerr_r0.sorted.bam	C3_WGSerr_r0.sorted.bam	C4_WGSerr_r0.sorted.bam	C5_WGSerr_r0.sorted.bam	C6_WGSerr_r0.sorted.bam	C7_WGSerr_r0.sorted.bam	C8_WGSerr_r0.sorted.bam	C10_WGSerr_r0.sorted.bam	C9_WGSerr_r0.sorted.bam	C11_WGSerr_r0.sorted.bam	C12_WGSerr_r0.sorted.bam	C13_WGSerr_r0.sorted.bam	C14_WGSerr_r0.sorted.bam	C15_WGSerr_r0.sorted.bam	C16_WGSerr_r0.sorted.bam	C17_WGSerr_r0.sorted.bam
GCF_000017745.1_ASM1774v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000027125.1_ASM2712v1_genomic.fna	0	0.001663	0	0	0.000293	0.002583	0	0	0	0	0	0.002455	0.001495	0.000783	0.004093	0	0.002707	0	0	0.002543
GCF_000158395.1_ASM15839v1_genomic.fna	0.015267	0.005794	0	0.02147	0	0.004974	0.003632	0.019984	0.01301	0.012131	0.016746	0.000243	0.018524	0	0.009847	0.018401	0	0.003212	0.008897	0.000296
GCF_000163175.1_ASM16317v1_genomic.fna	0	0	0.002326	0	0	0	0	0.003181	0	0.001241	0	0	0.002256	0	0	0	0	0	0	0.001783
GCF_000163195.1_ASM16319v1_genomic.fna	0	0	0.000313	0	0	0.001306	0	0	0	0	0	0	0.002693	0.000518	0.002767	0	0	0	0	0.001383
GCF_000167875.1_ASM16787v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000167915.2_ASM16791v2_genomic.fna	9.3e-05	0.015182	0.007961	0.010063	0.007598	0.007452	0.004186	0.003451	0	0.009462	0	0	0.001364	0.007242	0.010777	0.007717	0.015786	0.011267	0.01903	0.00385
GCF_000176555.2_ASM17655v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176575.2_ASM17657v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176615.2_ASM17661v2_genomic.fna	0	0	0	0.005207	0.009249	0	0	0	0	0	0	0.002122	0.000304	0	0	0	0	0.004237	0.000477	0
GCF_000176655.2_ASM17665v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000257	0	0	0	0	0.004628	0
GCF_000188855.1_ASM18885v2_genomic.fna	0.00083	0.003831	0	0	0	0	0	0	0	0	0.003875	0	0.014744	0.002251	0.000606	0.005228	0	0.003815	0	0
GCF_000190815.1_ASM19081v1_genomic.fna	0.00123	0	0	0	0.001008	0	0.001285	0	0	0.002205	0	0	0.006556	0	0	0	0	0.004589	0	0.001918
GCF_000190835.1_ASM19083v1_genomic.fna	0.00432	0.002048	0.005663	0.016191	0.010083	0	0.010136	0.00716	0.006501	0.021142	0.015759	0.016194	0.009504	0.010716	0.003611	0.007595	0	0.00926	0.025327	0.005387
GCF_000190955.1_ASM19095v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000190995.1_ASM19099v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000193975.1_ASM19397v2_genomic.fna	0	0	0	0	0.000643	0	0	0	0	0	0	0	0.001891	0	0	0	0.004374	0	0	0
GCF_000194415.1_ASM19441v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000194685.1_ASM19468v2_genomic.fna	0	0	0	0.002087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000219515.1_ASM21951v2_genomic.fna	0	0	0	0	0	0.000249	0	0	0	0	0	0	0	0	0	0	0	0	0.003402	0.001185
GCF_000225125.1_ASM22512v2_genomic.fna	0	0	0	0.000619	0	0	0	0	0.001241	0.002193	0	0	0	0.003571	0.004342	0	2.5e-05	0	0.003397	0.00349
GCF_000225205.1_ASM22520v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000234255.2_ASM23425v3_genomic.fna	0	0	0	0	0	0	0	0	0	0.002063	0	0	0	0	0	0	0.000978	0	0	0
GCF_000241995.1_Esch_coli_E101_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000242015.1_Esch_coli_B093_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0.000228	0	0	0	0	0	0	0
