OTU	C1_WGSerr_r0.sorted.bam	C18_WGSerr_r0.sorted.bam	C19_WGSerr_r0.sorted.bam	C2_WGSerr_r0.sorted.bam	C20_WGSerr_r0.sorted.bam	C3_WGSerr_r0.sorted.bam	C4_WGSerr_r0.sorted.bam	C5_WGSerr_r0.sorted.bam	C6_WGSerr_r0.sorted.bam	C7_WGSerr_r0.sorted.bam	C8_WGSerr_r0.sorted.bam	C10_WGSerr_r0.sorted.bam	C9_WGSerr_r0.sorted.bam	C11_WGSerr_r0.sorted.bam	C12_WGSerr_r0.sorted.bam	C13_WGSerr_r0.sorted.bam	C14_WGSerr_r0.sorted.bam	C15_WGSerr_r0.sorted.bam	C16_WGSerr_r0.sorted.bam	C17_WGSerr_r0.sorted.bam
GCF_000017745.1_ASM1774v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000027125.1_ASM2712v1_genomic.fna	0	0.002025	0	0	0	0	0.000241	0	0	0	0	0	0	0.001177	0	0	0	0	0.001596	0.000283
GCF_000158395.1_ASM15839v1_genomic.fna	0	0	0	0	0	0	0	0.002867	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000163175.1_ASM16317v1_genomic.fna	0	0	0	0	7.9e-05	0	0	0.001866	0	0.001884	0	0	0	0	0.004621	0	0	0	0.002329	0
GCF_000163195.1_ASM16319v1_genomic.fna	0	0	0	0	0.004843	0.00059	0	0.001816	0.001237	0	0.000926	0	0	0	0	0	0	0.000892	0	0
GCF_000167875.1_ASM16787v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000167915.2_ASM16791v2_genomic.fna	0.012873	0.006814	0	0.004515	0	0	0.007301	0.009485	0.016236	0.012719	0.013518	0.00127	0.004758	0.006746	0	0.012387	0.001715	0.001552	0.015553	0.000314
GCF_000176555.2_ASM17655v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176575.2_ASM17657v2_genomic.fna	0.001232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176615.2_ASM17661v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000663	0
GCF_000176655.2_ASM17665v2_genomic.fna	0	0.001748	0.000773	0	0	0	0	0	0	0	0.00104	0	0	0	0.000223	0	0	8.6e-05	0	0
