OTU	C1_WGSerr_r0.sorted.bam	C18_WGSerr_r0.sorted.bam	C19_WGSerr_r0.sorted.bam	C2_WGSerr_r0.sorted.bam	C20_WGSerr_r0.sorted.bam	C3_WGSerr_r0.sorted.bam	C4_WGSerr_r0.sorted.bam	C5_WGSerr_r0.sorted.bam	C6_WGSerr_r0.sorted.bam	C7_WGSerr_r0.sorted.bam	C8_WGSerr_r0.sorted.bam	C10_WGSerr_r0.sorted.bam	C9_WGSerr_r0.sorted.bam	C11_WGSerr_r0.sorted.bam	C12_WGSerr_r0.sorted.bam	C13_WGSerr_r0.sorted.bam	C14_WGSerr_r0.sorted.bam	C15_WGSerr_r0.sorted.bam	C16_WGSerr_r0.sorted.bam	C17_WGSerr_r0.sorted.bam
GCF_000017745.1_ASM1774v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000027125.1_ASM2712v1_genomic.fna	0	0	0	0	0.004927	0.002951	0	0.000877	0	0	0	0.001267	0.000514	0	0	0.000538	0.000428	0	0.000956	0
GCF_000158395.1_ASM15839v1_genomic.fna	0.023216	0.013007	0.001568	0.018487	0.008005	0.008352	0.005006	0.014874	0.029721	0.012763	0.021909	0.002521	0.02071	0.004356	0.012235	0.013858	0.005662	0.003161	0.013653	0.008739
GCF_000163175.1_ASM16317v1_genomic.fna	0.000846	0	0	0.001361	0	0	0	0	0	0	0.000311	0	0	0.001687	0	0.000102	0	0.000273	0	0
GCF_000163195.1_ASM16319v1_genomic.fna	0.000112	0.000428	0	0.002428	0	0.00144	0	0.002409	0.000533	0	0	0	0	0.002476	0.001705	0.003773	0	0.001294	0.000358	0.001349
GCF_000167875.1_ASM16787v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000167915.2_ASM16791v2_genomic.fna	0.009522	0.009333	0.012882	0.003218	0.00537	0.007635	0.003879	0.012365	0.001767	0.00206	0.001993	0.005194	0	0.005942	0.010868	0	0.011453	0.006722	0.008579	0
GCF_000176555.2_ASM17655v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176575.2_ASM17657v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000721
GCF_000176615.2_ASM17661v2_genomic.fna	0	0	0.001189	0	0	0.000817	0	0	0	0	0	0.000594	0	0	0	0	0	0	0	0
GCF_000176655.2_ASM17665v2_genomic.fna	0	0	0	0	0	0	0	0	0	0.001591	0	0	0	0	0	0	0	0	0	0
GCF_000188855.1_ASM18885v2_genomic.fna	0	0	0	0	0	0	0.000781	0.001906	0	0.007691	0.002406	0	0.00777	0	0	0	0	0.00077	0	0
GCF_000190815.1_ASM19081v1_genomic.fna	0	0	0.000206	0.004785	0.005036	0.00133	0	0	0.004235	0	0	0	0.004702	0.001989	0.000987	0	0	0	0.003218	0
GCF_000190835.1_ASM19083v1_genomic.fna	0.002399	0.011667	0.010385	0.014027	0.019073	0.008928	0.010219	0.011584	0.013383	0.018502	0.006598	0.008968	0.014883	0.021788	0.025956	0.012542	0.015487	0.002358	0.016796	0.012332
GCF_000190955.1_ASM19095v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000190995.1_ASM19099v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000193975.1_ASM19397v2_genomic.fna	0.001405	0	0	0	0	0	0	0	0.00194	0	0	0	0	0	0	0.000439	0	0	0	0
GCF_000194415.1_ASM19441v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000194685.1_ASM19468v2_genomic.fna	0	0.002017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000219515.1_ASM21951v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0.000621	0	0	0	0	0	0	0	0	0
GCF_000225125.1_ASM22512v2_genomic.fna	0	0.002822	0	0	0.003219	0	0	0.001158	0	0.002537	0	0	0.000504	0	0.0024	0	0.001747	0	0.002001	0.001462
GCF_000225205.1_ASM22520v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013
GCF_000234255.2_ASM23425v3_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000241995.1_Esch_coli_E101_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
