OTU	C1_WGSerr_r0.sorted.bam	C18_WGSerr_r0.sorted.bam	C19_WGSerr_r0.sorted.bam	C2_WGSerr_r0.sorted.bam	C20_WGSerr_r0.sorted.bam	C3_WGSerr_r0.sorted.bam	C4_WGSerr_r0.sorted.bam	C5_WGSerr_r0.sorted.bam	C6_WGSerr_r0.sorted.bam	C7_WGSerr_r0.sorted.bam	C8_WGSerr_r0.sorted.bam	C10_WGSerr_r0.sorted.bam	C9_WGSerr_r0.sorted.bam	C11_WGSerr_r0.sorted.bam	C12_WGSerr_r0.sorted.bam	C13_WGSerr_r0.sorted.bam	C14_WGSerr_r0.sorted.bam	C15_WGSerr_r0.sorted.bam	C16_WGSerr_r0.sorted.bam	C17_WGSerr_r0.sorted.bam
GCF_000017745.1_ASM1774v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000027125.1_ASM2712v1_genomic.fna	0	0.001303	0	0	0.001889	0.002706	0	0	0	0	0	0.003219	0.00209	0.001331	0.004921	0	0.00228	0.000289	0	0.0023
GCF_000158395.1_ASM15839v1_genomic.fna	0.014474	0.005589	0	0.02183	0	0.006087	0.00382	0.019183	0.014988	0.017076	0.013047	0.000938	0.016103	0	0.009648	0.017566	0	0.0014	0.007769	0.001026
GCF_000163175.1_ASM16317v1_genomic.fna	0	0	0.002254	0	0	0	0	0.00346	0	0.003406	0	0	0.001864	0	0	0	0	0	0	0.001467
GCF_000163195.1_ASM16319v1_genomic.fna	0.000238	0	0.001045	0	0	0.001089	0	0	0	0	0	0	0.002214	0.001305	0.002714	0	0	0	0	0.000263
GCF_000167875.1_ASM16787v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000167915.2_ASM16791v2_genomic.fna	0.001954	0.015388	0.009321	0.01036	0.009602	0.008289	0.004933	0.004141	0	0.007809	0	0.000647	0.00243	0.007628	0.011794	0.008061	0.015414	0.013745	0.019476	0.005968
GCF_000176555.2_ASM17655v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176575.2_ASM17657v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176615.2_ASM17661v2_genomic.fna	0	0	0	0.005117	0.008663	0	0	0	0	0	0	0.001352	0.000483	0	6.3e-05	0	0	0.00399	0.000836	0.000441
GCF_000176655.2_ASM17665v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000553	0	0	0	0	0.004555	0
GCF_000188855.1_ASM18885v2_genomic.fna	0	0	0	0	0	0	0.000227	0	0	0	0.003256	0	0.01351	0.000796	0	0.003824	0	0.003795	0	0
GCF_000190815.1_ASM19081v1_genomic.fna	0.001717	0.001563	0	0	0.001955	0	0.00029	0	0	0.004747	0	0	0.009991	0	0	0	0	0.005842	0.000373	0.001959
GCF_000190835.1_ASM19083v1_genomic.fna	0.000706	0.004548	0.002753	0.014059	0.007129	0	0.007626	0.007695	0.003507	0.013074	0.016884	0.011649	0.00643	0.00913	0.003488	0.002857	0	0.011268	0.021433	0.002812
GCF_000190955.1_ASM19095v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000190995.1_ASM19099v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000193975.1_ASM19397v2_genomic.fna	0	0	0	0	0.001686	0	0	0	0	0	0.000382	0	0.00148	0	0	0	0.005525	0	0	0
GCF_000194415.1_ASM19441v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000194685.1_ASM19468v2_genomic.fna	0	0	0	0.000566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000219515.1_ASM21951v2_genomic.fna	0	0	0	0	0	0.001037	0	0	0	0	0	0	0	0	0	0	0	0	0.003597	0.001032
GCF_000225125.1_ASM22512v2_genomic.fna	0.001016	0	0	0.002704	0	0	0	0	0.001233	0	0	0	0	0.002597	0.003476	0	0	0	0.003978	0.002547
GCF_000225205.1_ASM22520v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000234255.2_ASM23425v3_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000241995.1_Esch_coli_E101_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000242015.1_Esch_coli_B093_V1_genomic.fna	0	0	0	0	0	0.000168	0	0	0	0	0	0	0.000619	0	0	0	0	0	0	0
GCF_000242055.1_Esch_coli_TA124_V1_genomic.fna	0	0	0.000924	0	0	6e-06	0	0	0	0	0.00251	0	0.00069	0.000179	1e-04	0	0	0	0	0
GCF_000249175.1_ASM24917v2_genomic.fna	0	0	0	0	0.001296	0	0	0	0	3e-05	0	0	0.000777	0	0	0	0	0	0	0
GCF_000249535.1_ASM24953v2_genomic.fna	0	0	0	0	0	0.001214	0	0	0	0	0.004149	0.004357	0	0	0	0	0	0	0.001425	0
GCF_000249715.1_ASM24971v2_genomic.fna	0	0	0	0.001698	0	0	0	0	0.006734	0	0.002738	0	0	0	0	0	0	0	0	0
