OTU	C1_WGSerr_r0.sorted.bam	C18_WGSerr_r0.sorted.bam	C19_WGSerr_r0.sorted.bam	C2_WGSerr_r0.sorted.bam	C20_WGSerr_r0.sorted.bam	C3_WGSerr_r0.sorted.bam	C4_WGSerr_r0.sorted.bam	C5_WGSerr_r0.sorted.bam	C6_WGSerr_r0.sorted.bam	C7_WGSerr_r0.sorted.bam	C8_WGSerr_r0.sorted.bam	C10_WGSerr_r0.sorted.bam	C9_WGSerr_r0.sorted.bam	C11_WGSerr_r0.sorted.bam	C12_WGSerr_r0.sorted.bam	C13_WGSerr_r0.sorted.bam	C14_WGSerr_r0.sorted.bam	C15_WGSerr_r0.sorted.bam	C16_WGSerr_r0.sorted.bam	C17_WGSerr_r0.sorted.bam
GCF_000017745.1_ASM1774v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0.001644	0	0	0	0	0	0	0	0
GCF_000027125.1_ASM2712v1_genomic.fna	0	0	0	0	0	0	0.000584	0.00055	0.005431	0.006913	0	0	0.005799	0	0	0.003854	0	0	0.003931	0
GCF_000158395.1_ASM15839v1_genomic.fna	0.036226	0.004088	0.030766	0.018643	0.012152	0	0	0.023266	0.02579	0.01939	0.034848	0.006362	0.006804	0.010887	0.002996	0.016391	0	0	0.005252	0.009218
GCF_000163175.1_ASM16317v1_genomic.fna	0	0	0.004711	0	0	0	4.2e-05	0	0	0	0	0	0	0	0.002273	0	0.005217	0	0.002454	0
GCF_000163195.1_ASM16319v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0.005092	0	0.002233	0	0	0	0	0	0	0
GCF_000167875.1_ASM16787v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000167915.2_ASM16791v2_genomic.fna	0	0.005064	0.025404	0.000104	0.005449	0.001466	0	0.013378	0	0	0	0.00113	0	0	0.009177	0	0	0	0.017219	0
GCF_000176555.2_ASM17655v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176575.2_ASM17657v2_genomic.fna	0	0	0	0	0	0	0	0	0.001024	0	0	0	0	0	0	0	0	0	0	0
GCF_000176615.2_ASM17661v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002352	0	0	0	0	0.001206	0
GCF_000176655.2_ASM17665v2_genomic.fna	0	0	0	0	0	0	0	0	0.00056	0	0	0	0	0	0	0	0	0	0	0
GCF_000188855.1_ASM18885v2_genomic.fna	0	0	0	0	0	0.000909	0	0	0	0	0.003063	0	0.025798	0	0	0	0	0	0	0
GCF_000190815.1_ASM19081v1_genomic.fna	0	0	0	0.005214	0.008652	0	1e-05	0	0	0	0	0	0	0.00071	0	0	0	0	0	0.008493
GCF_000190835.1_ASM19083v1_genomic.fna	0	0	0.010539	0.001703	0.005623	0.015106	0	0.008001	0.004777	0.004405	0.001752	0.019963	0	0.003408	0.030482	0	0.002673	0.002964	0	0.015398
GCF_000190955.1_ASM19095v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000190995.1_ASM19099v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000193975.1_ASM19397v2_genomic.fna	0	0	0	0	0	0	0.00246	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000194415.1_ASM19441v2_genomic.fna	0	0	0	0	0	4e-05	0	0	0	0	0	0	0.000181	0	0	0	0	0	0	0
GCF_000194685.1_ASM19468v2_genomic.fna	0	0.004288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000219515.1_ASM21951v2_genomic.fna	0	0	0	0	0	0	0	0.003756	0	0.000939	0.001411	0	0	0	0.002099	0	0	0	0	0
GCF_000225125.1_ASM22512v2_genomic.fna	0	0	0	0.009123	0.001726	0	0	0	0	0	0	0	0	0	0	0	0.001952	0	0	0
GCF_000225205.1_ASM22520v2_genomic.fna	0	0.000715	0	0	0	0	0	0.001856	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000234255.2_ASM23425v3_genomic.fna	0	0.012353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000241995.1_Esch_coli_E101_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000564	0	0	0	0
GCF_000242015.1_Esch_coli_B093_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0.003416	0	0	0	0	0	0	0	0
GCF_000242055.1_Esch_coli_TA124_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0.010083	0.002436	0	0	0	0	0	0	0.001081	0	0.002009
GCF_000249175.1_ASM24917v2_genomic.fna	0	0	0	0	0.000522	0	0	0	0	0	0	0.005668	0	0	0	0	0	0	0	0
GCF_000249535.1_ASM24953v2_genomic.fna	0	0.003421	0	0	0	0	0	0	0.000375	0	0	0.007376	0	0.007945	0	0.002488	0	0	0	0
