OTU	C1_WGSerr_r0.sorted.bam	C18_WGSerr_r0.sorted.bam	C19_WGSerr_r0.sorted.bam	C2_WGSerr_r0.sorted.bam	C20_WGSerr_r0.sorted.bam	C3_WGSerr_r0.sorted.bam	C4_WGSerr_r0.sorted.bam	C5_WGSerr_r0.sorted.bam	C6_WGSerr_r0.sorted.bam	C7_WGSerr_r0.sorted.bam	C8_WGSerr_r0.sorted.bam	C10_WGSerr_r0.sorted.bam	C9_WGSerr_r0.sorted.bam	C11_WGSerr_r0.sorted.bam	C12_WGSerr_r0.sorted.bam	C13_WGSerr_r0.sorted.bam	C14_WGSerr_r0.sorted.bam	C15_WGSerr_r0.sorted.bam	C16_WGSerr_r0.sorted.bam	C17_WGSerr_r0.sorted.bam
GCF_000017745.1_ASM1774v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000027125.1_ASM2712v1_genomic.fna	0	0.001934	0	0	0	0	0.00023	0	0	0	0	0	0	0.001097	0	0	0	0	0.0015	0.000139
GCF_000158395.1_ASM15839v1_genomic.fna	0	0	0	0	0	0	0	0.003033	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000163175.1_ASM16317v1_genomic.fna	0	0	0	0	0.000206	0	0	0.002116	0	0.002117	0	0	0	0	0.004939	0	0	0	0.002632	0
GCF_000163195.1_ASM16319v1_genomic.fna	0	0	0	1e-06	0.005019	0.000735	0	0.001662	0.00119	0	0.000929	0	0	0	0	0	0	0.000976	0	0
GCF_000167875.1_ASM16787v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000167915.2_ASM16791v2_genomic.fna	0.012927	0.007046	0	0.004984	0	0	0.007625	0.009607	0.015917	0.013274	0.013561	0.001072	0.004815	0.006584	0	0.012281	0.002006	0.002966	0.015725	0.000493
GCF_000176555.2_ASM17655v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176575.2_ASM17657v2_genomic.fna	0.001049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176615.2_ASM17661v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000662	0
GCF_000176655.2_ASM17665v2_genomic.fna	0	0.001453	0.00083	0	0	0	0	0	0	0	0.00096	0	0	0	5.9e-05	0	0	0	0	0
GCF_000188855.1_ASM18885v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001444	0	0	0	0	0	0
GCF_000190815.1_ASM19081v1_genomic.fna	0	0.012418	0	0	0	0	0	0	0	0	0	0.012108	0.002176	0	0	0	0	0	0	0.004577
