OTU	C1_WGSerr_r0.sorted.bam	C18_WGSerr_r0.sorted.bam	C19_WGSerr_r0.sorted.bam	C2_WGSerr_r0.sorted.bam	C20_WGSerr_r0.sorted.bam	C3_WGSerr_r0.sorted.bam	C4_WGSerr_r0.sorted.bam	C5_WGSerr_r0.sorted.bam	C6_WGSerr_r0.sorted.bam	C7_WGSerr_r0.sorted.bam	C8_WGSerr_r0.sorted.bam	C10_WGSerr_r0.sorted.bam	C9_WGSerr_r0.sorted.bam	C11_WGSerr_r0.sorted.bam	C12_WGSerr_r0.sorted.bam	C13_WGSerr_r0.sorted.bam	C14_WGSerr_r0.sorted.bam	C15_WGSerr_r0.sorted.bam	C16_WGSerr_r0.sorted.bam	C17_WGSerr_r0.sorted.bam
GCF_000017745.1_ASM1774v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000027125.1_ASM2712v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0.001276	0	0	0	0	0	0.001676	0	0	0
GCF_000158395.1_ASM15839v1_genomic.fna	0.009355	0.008953	0	0.006499	0.001709	0	0.00569	0.022023	0.017712	0.008496	0	0	0.007443	0.001853	0.010504	0.012349	0.00354	0.002186	0.002254	0.008439
GCF_000163175.1_ASM16317v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0.00202	0	0	0	0.000134	0	0	0.001872
GCF_000163195.1_ASM16319v1_genomic.fna	0.00439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003731	0
GCF_000167875.1_ASM16787v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000167915.2_ASM16791v2_genomic.fna	0	0.007596	0.013715	0.004785	0.007781	0.008218	0	0.012199	0.00049	0	0.01406	0	0.005093	0	0.00155	0.003655	0.014608	0.000516	0	0
GCF_000176555.2_ASM17655v2_genomic.fna	0	0	0	0	0	7e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176575.2_ASM17657v2_genomic.fna	0.002024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176615.2_ASM17661v2_genomic.fna	0	0.000593	0	0	0	0	0	0	0	0	0	0	0.004965	0.005015	0	0	0.000395	0	0	0
GCF_000176655.2_ASM17665v2_genomic.fna	0	0	0	0	0.002844	0	0.000205	0	0	0	0	0	0	0	0	0	0	0.000101	0	0
GCF_000188855.1_ASM18885v2_genomic.fna	0	0.000153	0	0.00294	0	0.002417	0	0.000855	0.005762	0	0.001263	0	0.002492	0.005977	0	0	0	0	0	0
GCF_000190815.1_ASM19081v1_genomic.fna	0	0	0	0	0	0.005221	0	0	0	0	0	0.007573	0	0	0	0	0	0	0	0
GCF_000190835.1_ASM19083v1_genomic.fna	0.011216	0.012722	0.010589	0.008021	0.003777	0.005427	0.023658	0.015344	0.013041	0.016856	0.002665	0.000355	0.003135	0.006811	0.026177	0.014149	0.015216	0.010579	0.014306	0.004535
GCF_000190955.1_ASM19095v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000190995.1_ASM19099v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000193975.1_ASM19397v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003194	0
GCF_000194415.1_ASM19441v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007475
GCF_000194685.1_ASM19468v2_genomic.fna	0	0	0	0	3e-06	0	0	0	0	0	0	0	0	0	0	0	0	7.9e-05	0	0
GCF_000219515.1_ASM21951v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000225125.1_ASM22512v2_genomic.fna	0	0	0	0.005556	0	0	0	0.012354	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000225205.1_ASM22520v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000234255.2_ASM23425v3_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000241995.1_Esch_coli_E101_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000242015.1_Esch_coli_B093_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0.003231	0.00028	0	0	0	4.3e-05	0	0	0	0
GCF_000242055.1_Esch_coli_TA124_V1_genomic.fna	0	0	0	0	0	0.002989	0.001113	0	6.5e-05	0.001582	0.000763	0	0	0	0	0	0	0	0	0
GCF_000249175.1_ASM24917v2_genomic.fna	0	0	0	0	0	0	0	0	0.001286	0	0	0	0	0.00116	0	0	0	0	0.001462	0
GCF_000249535.1_ASM24953v2_genomic.fna	0.002158	0	0	0	0	0.001211	0.002139	0	0	0	0.001397	0	0	0	0	0	0	0.001206	0	0.00048
GCF_000249715.1_ASM24971v2_genomic.fna	0	0	0	0	0.003625	0	0.00266	0	0	0	0	0	0	0	0	0	0.000586	0	0.000635	0
GCF_000250075.1_ASM25007v2_genomic.fna	0.0047	0	0	0	0	0	0	0.001867	0.002975	0	0.005383	0	0	0.001358	0	0	0.002144	0	0	0
GCF_000250555.1_ASM25055v2_genomic.fna	0.002478	0	0.000741	0.002373	0	0	0	0	0.006488	0.000514	0	0.002073	0	0	0.002775	0	0	0	0	0
GCF_000252805.1_ASM25280v2_genomic.fna	0	0.002799	0	0	0	0	0	0	0	0	0	0.002522	0	0	0	0	0	0.000712	0	0.001889
GCF_000258145.1_ASM25814v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0.001004	0	0	0.003451	0	0	0	0
GCF_000259135.1_ECAI27.hybrid.1_genomic.fna	0	0	0	0	0.000171	0	0.00076	0.000452	0	0	0.01109	0	0	0	0.001388	0.003866	0	0.002962	0.007679	0
GCF_000261145.1_Esch_coli_M919_V2_genomic.fna	0	0	0	0	0.001221	0	0	0	0	0	0	0	0	0	0	0.007067	0	0	0	0.002478
GCF_000264095.1_ASM26409v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000945	0	0	0	0	0	0
GCF_000264115.1_ASM26411v1_genomic.fna	0.000273	0	0.004223	0	0	0	0	0	0.002437	0	0	0	0	0	0	0	0	0.002853	0	0.003594
GCF_000264215.1_ASM26421v1_genomic.fna	0	0	0	0	0.001671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000264235.1_ASM26423v1_genomic.fna	0.013031	0.005759	0.000783	0.00074	0	0.00033	0	0.001098	0.006196	0.000457	0	0	0.004954	0.000647	0.000351	0.000371	0	0	0.004282	0.000212
GCF_000284495.1_ASM28449v1_genomic.fna	0.000579	0	0	0	0	0	0	0.001451	0.000285	0	0	0	0.000247	0	0	0	0.001136	0	0	0.00143
GCF_000303635.1_ASM30363v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000326185.1_Esch_coli_KTE109_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000326685.1_Esch_coli_KTE138_V1_genomic.fna	0	0	0	0	0	0	0.001142	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000332755.1_ASM33275v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000350845.1_Esch_coli_KTE28_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000351025.1_Esch_coli_KTE193_V1_genomic.fna	0	0	0.001331	0.000947	0.002024	0	0	0.001565	0	0	0.00407	0.00267	0	0	0.001221	0.000498	0.001291	0.003555	0	0
GCF_000351185.1_Esch_coli_KTE213_V1_genomic.fna	0.002116	0.007182	0.002591	0	0.009819	0.007051	0.004614	0	0.005754	0	0	0.001177	0.005704	0	0.00121	0.000499	0.002274	0.000947	0.006811	0.002684
GCF_000351325.1_Esch_coli_KTE233_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002595	0	0	0	0	0
GCF_000351345.1_Esch_coli_KTE234_V1_genomic.fna	0.006965	0.010872	0.04615	0.020625	0.010915	0.029658	0.009416	0.018102	0.002205	0.016227	0.019098	0.012071	0.038696	0.026711	0.003533	0.008354	0.022788	0.025151	0.006013	0.024702
GCF_000351405.1_Esch_coli_KTE237_V1_genomic.fna	0.000629	0	0.001458	0.013405	0	0.00376	0	0	0.000939	0.006792	0	0	0.006838	0.00297	0	0	0	0	0	0
GCF_000351425.1_Esch_coli_KTE47_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000351505.1_Esch_coli_KTE55_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0.000235	0	0	0	0	0	0	0	0	0
GCF_000351625.1_Esch_coli_KTE66_V1_genomic.fna	0	0.001403	0	0	0.001261	0.000868	0.002099	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000351685.1_Esch_coli_KTE75_V1_genomic.fna	0	0.000877	0	0.003251	0	0	0	0.00099	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000352105.1_Esch_coli_KTE9_V1_genomic.fna	0	0	0.00091	0	0	0	0	0.000999	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000352245.1_Esch_coli_KTE29_V1_genomic.fna	0	0.00158	0.003745	0.003969	0.001238	0	0.004248	0	0	0	0.011272	0	0	0.004	0.005496	0	0.003642	0	0.003907	0
GCF_000352305.1_Esch_coli_KTE48_V1_genomic.fna	0	0	0.004901	0	0	0.000966	0	0	0	0	0.007701	0	0.00312	0	0	0.010247	0	0.000943	0	0.000735
GCF_000352425.1_Esch_coli_KTE78_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0.003541	0	0	0	0
GCF_000352465.1_Esch_coli_KTE84_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00446	0
GCF_000352525.1_Esch_coli_KTE115_V1_genomic.fna	0.091204	0.047814	0.042717	0.083406	0.196885	0.091484	0.097202	0.045382	0.092071	0.145763	0.043266	0.098052	0.038891	0.094405	0.094075	0.1459	0.143483	0.143352	0.146004	0.242246
GCF_000352585.1_Esch_coli_KTE135_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0.00085	0	0	0	0	0	0	0	0.001792
GCF_000352665.1_Esch_coli_KTE144_V1_genomic.fna	0	0	0	0	0.001611	0	0	0.000556	0	0	0.001507	0	0	0	0.003858	0	0	0	0.000522	0
GCF_000352685.1_Esch_coli_KTE146_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00145	0	0	0.000266	0.000355	0
GCF_000352925.1_Esch_coli_KTE196_V1_genomic.fna	0	0.002422	0	0	0	0	0	0	0	0	0	0	0.000845	0	0	0.005381	0	0	0	0
GCF_000354795.1_ASM35479v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000354915.1_ASM35491v1_genomic.fna	0.078131	0.110259	0.100748	0.111899	0.074554	0.083839	0.032201	0.169842	0.077439	0.082862	0.057473	0.035193	0.030395	0.077483	0.138194	0.030252	0.177399	0.071725	0.107368	0.074355
GCF_000355075.1_ASM35507v1_genomic.fna	0	0	0.004779	0	0	0	0	0	0	0.001318	0	0	0	0.000364	0	0	0	0	0	0
GCF_000355095.1_ASM35509v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001782	0	0
GCF_000355315.1_ASM35531v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000355435.1_ASM35543v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0.003186	0	0	0	0	0	0	0	0	0
GCF_000355515.1_ASM35551v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001522	0	0	0	0	0.00023	0
GCF_000355575.1_ASM35557v1_genomic.fna	0.009297	0	0.009672	0.012617	0.002027	0.010835	0.001081	0.006216	0.014737	0.002215	0	0.007434	0	0.012247	0.005495	0	0.005642	0	0.006444	0.003295
GCF_000356045.1_ASM35604v1_genomic.fna	0	0	0	0	0	0	0.004351	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000356165.1_ASM35616v1_genomic.fna	0	0.001033	0	0	0	0	0.00303	0	0	0	0	0	0	0	0	0.001829	0	0.002113	0	0.002887
GCF_000356665.1_ASM35666v1_genomic.fna	0.008615	0.003945	0.010157	0.01227	0.002219	0.000932	0	0	0.000994	0.000362	0.0071	0	0.007321	0	0.009122	0.004867	0.005036	0.00725	0.00153	0.003592
GCF_000357245.1_ASM35724v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000357885.1_ASM35788v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000359095.1_ASM35909v1_genomic.fna	0.001386	0	0	0	0	0	0	0	0.004147	0.000224	0	0.003216	0.011301	0	0.010133	0	0.002643	0	0.003502	0.001633
GCF_000397565.1_Ec72_E1F3_TOP2396-3_120714_genomic.fna	0.004576	0	0	0.00308	0	0	0	0.001436	0	0	0	0	0	0	0	0	0	0	0	0.001031
GCF_000397725.1_Ec72_E1U1_TOP2386_MIRA_120724_genomic.fna	0	0.018773	0.019825	0.027134	0.021502	0.003933	0	0.030065	0	0.000696	0.016518	0.003026	0	0.005515	0.02068	0.006698	0.031424	0.018148	0.014916	0.017753
GCF_000398885.1_Esch_coli_KTE33_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000407825.1_Esch_coli_KTE19_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0.000263	0.000367	0	0	0	0	0	0	0.002779	0	0
GCF_000408045.1_Esch_coli_KTE41_V1_genomic.fna	0	0.006441	0	0.00864	0.003584	0.006119	0	0.004052	2e-06	0	0.007936	0.003828	0	0.00823	0	0	0.006324	0.00102	0	0.009264
GCF_000408085.1_Esch_coli_KTE185_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0.002119	0.002863	0	0	0	0	0	0
GCF_000408345.1_Esch_coli_KTE61_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	4.3e-05	0	0	0	0	0	0.008923	0
GCF_000408465.1_Esch_coli_KTE73_V1_genomic.fna	0	0	0.004375	0	0.000293	0	0	0	0	0	0.004023	0	0	0.000982	0.001939	0	0	0	0	0
GCF_000408545.1_Esch_coli_KTE98_V1_genomic.fna	0	0	0	0	0	0	0	0.000251	0	0	0	0	0	0	0	0.002184	0	0.000441	0.000782	0
