OTU	C1_WGSerr_r0.sorted.bam	C18_WGSerr_r0.sorted.bam	C19_WGSerr_r0.sorted.bam	C2_WGSerr_r0.sorted.bam	C20_WGSerr_r0.sorted.bam	C3_WGSerr_r0.sorted.bam	C4_WGSerr_r0.sorted.bam	C5_WGSerr_r0.sorted.bam	C6_WGSerr_r0.sorted.bam	C7_WGSerr_r0.sorted.bam	C8_WGSerr_r0.sorted.bam	C10_WGSerr_r0.sorted.bam	C9_WGSerr_r0.sorted.bam	C11_WGSerr_r0.sorted.bam	C12_WGSerr_r0.sorted.bam	C13_WGSerr_r0.sorted.bam	C14_WGSerr_r0.sorted.bam	C15_WGSerr_r0.sorted.bam	C16_WGSerr_r0.sorted.bam	C17_WGSerr_r0.sorted.bam
GCF_000017745.1_ASM1774v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000027125.1_ASM2712v1_genomic.fna	0	0.001655	0	0	0.000242	0.002577	0	0	0	0	0	0.002687	0.001625	0.000793	0.004058	0	0.00259	0	0	0.002501
GCF_000158395.1_ASM15839v1_genomic.fna	0.015244	0.005943	0	0.021715	0	0.004674	0.00358	0.01984	0.013075	0.01203	0.017174	0.000166	0.018623	0	0.009746	0.018483	0	0.003322	0.009014	0.000594
GCF_000163175.1_ASM16317v1_genomic.fna	0	0	0.002437	0	0	0	0	0.003247	0	0.001548	0	0	0.002304	0	0	0	0	0	0	0.002016
GCF_000163195.1_ASM16319v1_genomic.fna	0	0	0.000405	0	0	0.001382	0	0	0	0	0	0	0.002706	0.000526	0.002787	0	0	0	0	0.001192
GCF_000167875.1_ASM16787v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000167915.2_ASM16791v2_genomic.fna	0.000258	0.015132	0.008031	0.009916	0.007758	0.007303	0.00402	0.003604	0	0.00961	0	0	0.001371	0.007203	0.010726	0.007722	0.015545	0.011221	0.018915	0.003806
GCF_000176555.2_ASM17655v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176575.2_ASM17657v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176615.2_ASM17661v2_genomic.fna	0	0	0	0.005135	0.009086	0	0	0	0	0	0	0.001904	0.000242	0	0	0	0	0.003892	0.00042	0
