OTU	C1_WGSerr_r0.sorted.bam	C18_WGSerr_r0.sorted.bam	C19_WGSerr_r0.sorted.bam	C2_WGSerr_r0.sorted.bam	C20_WGSerr_r0.sorted.bam	C3_WGSerr_r0.sorted.bam	C4_WGSerr_r0.sorted.bam	C5_WGSerr_r0.sorted.bam	C6_WGSerr_r0.sorted.bam	C7_WGSerr_r0.sorted.bam	C8_WGSerr_r0.sorted.bam	C10_WGSerr_r0.sorted.bam	C9_WGSerr_r0.sorted.bam	C11_WGSerr_r0.sorted.bam	C12_WGSerr_r0.sorted.bam	C13_WGSerr_r0.sorted.bam	C14_WGSerr_r0.sorted.bam	C15_WGSerr_r0.sorted.bam	C16_WGSerr_r0.sorted.bam	C17_WGSerr_r0.sorted.bam
GCF_000017745.1_ASM1774v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000027125.1_ASM2712v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000158395.1_ASM15839v1_genomic.fna	0	0.004026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000163175.1_ASM16317v1_genomic.fna	0	0	0	0.000124	0	0	0	0	0.000569	0	0.000513	0	0	0	0	0	0	0	0	0
GCF_000163195.1_ASM16319v1_genomic.fna	1e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000167875.1_ASM16787v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000167915.2_ASM16791v2_genomic.fna	0.005125	0.023035	0.044934	0.006555	0.003395	0.009389	0.010186	0.012207	0.003403	5.2e-05	0.01782	0	0	0.026145	0.016605	0.000903	0.023642	0.013147	0.005702	0.029578
GCF_000176555.2_ASM17655v2_genomic.fna	0.000666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176575.2_ASM17657v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176615.2_ASM17661v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000176655.2_ASM17665v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000188855.1_ASM18885v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000190815.1_ASM19081v1_genomic.fna	0.006616	0	0	0	0.007123	0.011512	0	0	0	0	0	0	7.4e-05	0	0	0	0	0	0.011413	0
GCF_000190835.1_ASM19083v1_genomic.fna	0.024613	0.027384	0.010039	0.028346	0.013797	0.038118	0.011272	0.009979	0.01632	0.00165	0.038117	0.002648	0.026793	0	0.026333	0.0139	0.019371	0.027998	0	0.021456
GCF_000190955.1_ASM19095v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000190995.1_ASM19099v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000193975.1_ASM19397v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000194415.1_ASM19441v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000543	0	0
GCF_000194685.1_ASM19468v2_genomic.fna	0.000372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000219515.1_ASM21951v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000225125.1_ASM22512v2_genomic.fna	0	0	0	0	0	0	0.002677	0	0	0	0	0	0	0	0	0	0	0.004662	0	0
GCF_000225205.1_ASM22520v2_genomic.fna	0	0	0	0	0	0	0	0	0.001955	0	0	0	0	0	0	0	0	0	0	0
GCF_000234255.2_ASM23425v3_genomic.fna	0	0	0	0	0	0	0.000277	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000241995.1_Esch_coli_E101_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000242015.1_Esch_coli_B093_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000242055.1_Esch_coli_TA124_V1_genomic.fna	0.000288	0	0	0.00143	0	0	0	0.000821	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000249175.1_ASM24917v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001467
GCF_000249535.1_ASM24953v2_genomic.fna	0	0	0	0.00064	0	0.000405	0	0	0.003205	0	0	0	0	0	0.004645	0	0	0	0	0
GCF_000249715.1_ASM24971v2_genomic.fna	0	0	0	0	0.001265	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0.008388
GCF_000250075.1_ASM25007v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001048	0	0	0	0	0	0
GCF_000250555.1_ASM25055v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000252805.1_ASM25280v2_genomic.fna	0	0	0	0	0	0	0	0	0	0	0.00101	0.003858	0	0	0	0	0	0.000673	0	0
GCF_000258145.1_ASM25814v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000259135.1_ECAI27.hybrid.1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000261145.1_Esch_coli_M919_V2_genomic.fna	0	0	0	0	0.001475	0	0	0	0	0	0	0	0	0	0	0	0	5.6e-05	0	0
GCF_000264095.1_ASM26409v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002648	0	0.000289	0	0	0
GCF_000264115.1_ASM26411v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000264215.1_ASM26421v1_genomic.fna	0	0	0	0	0.001735	0	0.002411	0	0	0	0	0	0.000204	0	0	0	0	0	0.001311	0
GCF_000264235.1_ASM26423v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000284495.1_ASM28449v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0.000537	0	0	0	0	0	0	0	0	0
GCF_000303635.1_ASM30363v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000326185.1_Esch_coli_KTE109_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000326685.1_Esch_coli_KTE138_V1_genomic.fna	0.002848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000332755.1_ASM33275v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000350845.1_Esch_coli_KTE28_V1_genomic.fna	0.000366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000351025.1_Esch_coli_KTE193_V1_genomic.fna	0	0	0.000271	0.001835	0.002454	0.003354	0	0	0.000665	0	0.001135	0	0	0	0	0	0	0	0	0
GCF_000351185.1_Esch_coli_KTE213_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
